,Text,Label
33,"at

Pee |

OF AME

af

pm &

{RTE o seont canon

2am

ane

CG

a 4

me

EXEM

TOAVELES

ret

www

a i we

+f

1 a ew

*45

> ae 4 Oe

rae

mea ony USA

as Kun B

‘e247

metee ats

ree Dewanems

a

yA

ut
",1
34,"CA

<@

STATE

SEED,

passP

or”

weve &

502988

Ja

se

”

MP

—

TRAYE

marc

Sen

wa ee

JAN 1961

mite

yao

~ 4

> me >

new YORK us

- % NOV 2007 n

821

qwrEee pscnaneenyt OF

uanrao
",1
35,"ioe

a

we

egy

on

Cc

Nb

—

=a

DA

me.

~~

~~.

P&,

eee, 2

>

+

US EL a,

g:

Surname

VIAJERO Of

Gives +

ees

P

gt

rt

we

nae

na ana

ae

Ame, ICa fu

mp

nm

oN

Corners Mang.
",1
36,"mc)

FB

rd

im

Ke

a)

AS

6

os

win -

2 Pr

A

Jeng, ©

ase)

i

Ss

=

PNVaCis

<3

AES

Cas

5

Mi

ea

ae

fe

4

apn

a

Wy

“4

Poe +

meet

Bt,

AO

22"",

a

tes

le

ie

~~

(xh

an

wee,

pak bttnde

ie
",1
37,"7?

if

$

a?

_

a ©

sth

oA

<< oP

pasened ©

wend *

er

co

988988

Sh

EXEMP

*RAVELE®

o

AN

net ®

y san 198k

prece of O*

we

BORK. EM

at “Swe

aE were etace OSPF

{ A

he

\¢

ve
",1
38,"Ry

ANADA

feveen at pbuvnt A SATE GO N6VE ‘DATE DEMASION EXPY OTE “DANE 01

BANGALORE

22/09/2014

DecUMENC ae cu Scent

17/08/2016

ha. funnies‘ odsames

MULTIPLE

£725815556

corecony  catecome

YW

WORKER’

susie rom og race, “Wrz mat c2 OM

KOTTALIKAL MOHANDAS, ARUN

AQ9POKT Mo Wt OU PASSEPORY

ERGO) PERSONNES

11493797

mec #66 F

FPC

92090913

:

a

sp aneonnse

2

panna nS

u

V<CANKOTTALIKAL<MOHANDAS<<ARUNK<<<<<

11493797 <31ND86 1006 1M 1608 17 127255155
",1
39,"as

Vee

7 x

ergy

a

«ae

~

Pep x.

AN.

ns

<—

N

~8

A

fy

~

A eer ~

oy Sa

~~

we

7

Ne

A

te

ATES OF +.

tk -

x PASSPORT CARE

a

nae

=

Nahonatity

‘7

na

Surname

EXEMi

AVELER

Given Names

HAPPY

z

Se

Dare of Birth

M

1 JAN 1981

Place of Birth

 Neowe

e

NEW YORK, U.S.A

boty

Expires On

a

aad? Nov 2009

29 NOV 2018

NAT a

1-02781-0

‘ae

We

Ty

UATED SQATE® DEPAMTMENT OF STATE:

ae

A)

""ag

men

9, ry

ne
",1
40,"“=

AZARBAYCAN RESPUBLIKAS! - REPUBLIC OF AZERBAIJAN

PASPORT TipiType

Otkanin kodu/Code of State

Pasportun nomrasifPassport No

wou

AZE

X11000344

moa passport PG

Soyadr/Surname

HUSEYNLI

HUSEYNLI

Adi, atasinin adi/Given name, patronymic

ORXAN MOMMOD OGLU

ORKHAN

Vatandasligu Nationality

AZORBAYCAN/AZERBAIJAN

Doguldugu trix/Date of bith

Fardi identifikasiva ndmrasi/Personal No

CinsijSex

K/M

Doguldugu yec/Place of bith

15.03.1975

30LUV5Z

ae

AZORBAYCAN/AZE

Pasport sahibinin imzasi/Holder’s signature

Veriima tarixt/Date of issue

Etibarhlig muddatifDate of expiry

02.08.2013

01.08.2023

@

&

Pasportu veran organ/Issuing authority

abso,

DAXILI ISLOR NAZIRLIYI

MINISTRY OF INTERNAL AFFAIRS

Mls

PCAZEHUSEYNLI<<ORKHAN<<<<<<<<<<< <<< <<< KKK KKK

X110003442AZE7503153M230801030LUNV5Z<<<<<<<86
",1
41,"~~

teas

cn

2

SI

>

Coe ow

oN

Mey See

aN

wo

—s

Oey

ye

a

NB

—_

ae.

8

as

~—™

meee

ane,

to

wk

“pen

vin

i

SO Pe deta

we,

a

a:

CA FRONTERA

JON

ee

V3

rm

Date ..

tunaltt,

IGAN

a) noun

ee ,,

we

“Unuexy

ma,

x

ye,

—

8

re

fons,

Y}

> 4

Mie, Ra,

x

i

S

re

ven

T4 TR Man

iar,
",1
42,"Yi.

£y _-~

‘eo

SS

—

WY

~~

~

ms

a7

oe,

~~

ui é

—~

a™ -

-™

Pn

- ~~

SS

“ee ©

see

Finu.

uy umanumisios FR

rr

eal =

ss

LA FRONTERA

JOR

Bate «

50 May |

Troreal it,

YICAN

——

ee

ied

Sad

hi

os

i

—

rary

od

a
",1
43,"eo,

KY »

4, Ne

aN

.~

NaS

vo

as

aN

-—™

RS

~N At

~ oN

yn

7

wm ONL

ee

ws

om.

~, &b

_ O's

D STATES OF AMIE xICs.

wr

* PASSPORT CARD +

ae

abies

hay

e+e

ras

ane

USA

Cy

186

Surname

EXEMPLAR

TRAVELER

Given same

HAPP™

c

eat

'

1 JAN 1981

M

fi

=f *

Place

n

New YOR

SA

Eaperes on

0 NOV 2009 29 NOV 2019

net

10278) 7

-

@ zRKi

oa""

GabtThe GSPARMFMENT OF erate

sme,

wg

7)

Seng,

=.

fu

te &
",1
44,"sa

PADIRIVEIRMSELICENGE and SIE

TUICE

Sec

RY

Da

+

ia

CAN

eSmik

POU IC

eRe

Test cant

can

. name gel

ie 4

issued: 2018-Nov-01

pos: 1973-Aug-03

Expires: 2023-Aug-03

Restrictions/

™,

Class: §

Endorsements:

Sex:X

we 90.0 kg Ht:183 cm

Eyes: BRN

Hair: BRN

pate

910 GOVERNMENT ST

VICTORIA BC V8W 3Y8
",1
45,"’

:

f

British Colu

mb ia

“CA

SAMPLE,

DL:1234562

TEST CARD

Issued

2012-Nov-30

pos. 1987-Apr-06

Exptres: 2017-Nov-30

Restrictions/

sb

Endorsements:

1

feos

“

Class: §

Seagate

wt $1.0 kg Ht175 cm CorcaBrA

BRELISH

Sex:F

Eyes: BLU

Har: BRN

910 GOVERNMENT STREET

VICTORIA BC V8W 3Y8
",1
46,"AME

«af

aro’

paste

gate

UNVTED Teer or” © c

305988

4

""hh

- EXEMP

wa 4h

,eF

HAPs”!

se

1 Jam 1961

“ft

pe |

eer

t

new YORK J $s A

“et ""Wiow 209 ve

a

(Vane

ant oF

veer

ense rr MTOR

Pe al
",1
47,"ae]

F8

F6

F7

aa

i

©.

an

uf

>>

yar

7 PASS

Jendy, “

wa

mse)

B-

ts

*

Nae ie

A

at

aS

uy

an

44

ca.

wy

al

a

oes

tN

Fon

At

tT.

wie

&

ee

Dt

&

ry

nS

wee

*

Qo

‘

NC

oN

or

oy

wait

oh

BS

a

ve
",1
48,"ae

HE AN BOK TE Hat

Ti Sos

x

ae ae

Le

LAU

2 LAN

tly ae

tH

1981. . 08.03

m-

FP ROMTL.

201

2..12-

wi2.11

BME

NP

seep

TES

ae

RHE

Va Ate

H1234567

RTE

THIS CARD IS INTENDED FOR ITS HOLDER TO TRAVEL T° THE  MAINLANG ‘OF CHINA
",1
49,"eas

os

ars

ee

a

Vy

Lae

ag)

ronia

Gy,

~~ —

EW KY

Lé

AN

MONT anon

B

o 4”

ew.

~~

mason,

soy

era,

Manoa

Ps,

Meremcty &

‘weconene

eS

he

te

Bane

YORK

=

tee,

‘aw

Nees

wh ons

he

Surname

Mints

VIE RO OG LENSE RA

T oe

Given Nemeg

“

Miss,

""eS

a

came

Nebrg.

io

rt

ae

7

ae

ne are.

ae

ee

a

New Hamp

ra -

~~

New Mex

Nee,

Ame, IC,

aru

REPUBLIC

North Caroli

@Acan,

EMA

MT 2012. au &+ GEO,

ATLAS

@
",1
50,"2

=

ATES O

F AME RICA

af

AO*

UNITED

esrorT Cf

gesprt a NS. *

‘

s

Nato ty

C6 3008088

a

a

USA

Saree

EXEMP

s

TRAVELER

capers ""Mtns

HAPPY

ge

1 ate sf Stn

M

1 JAN 1961

Piece ot Buin

ab

a

NEW YORK U $A

So NOV 2009 20

-

W5431821 97

UNITED @RATEO OOP

amrenan? a

(as

7

é

mA
",1
51,"' fy

Vee

~ ky .

=a

NTN

_o”

ie

x ON

.~ NS

cS

SN

Na

~ 8

~w~N

=

=,

5

wa,

ey

fx

een ~~

~—.

~ uN SE

Se

wo

~_ +

.~

a,

\TES OF AMERICA

QUNITE.

Le

-~3PORT CARD

”

xe

Passpon Card no. *&

ak

Nationality

USA

C03005988

Cond

Surname

TRAVELER

EXEMPLAR

~

Given \ames

ws,

we

HAPPY

ny

Sex

Date of Bittn

M

1 JAN 1981

» ate

Place of Birth

HYG Pon,

.

MEW YORK, U.S.A

3

Expires On

wy AP Nov 2009

29 NOV 2019

1-02781

2 ae

iat

TR DEPARTMENT OF STATE

BN

4

Tag

Up

at
",1
52,"pt

As

ae

as

georT CARO

vay

pasaport Cant N& ‘

wat

co3

.- %

wre

EXEMP

~~

TRAVELER

pen Senet

Sen

Care of Bien

re

a""

~ 4 4

Pace of Berth

MEW YORK. USA:

mov 2009 2

Maer

a) enarse cspamvarunt

e €
",1
53,"iz

ao)

me

ae

16

A

e

o

fe

pt

te

pur

apt

x

tO

“.

B-

set

- ot

PNides

ae

Me

fae

fe

wr

co

nen)

Sin

oa

ra

te

is

at

Be

a

ant

7

Ey

ants

a

en

Cd

rt

eye!

%

Ny

ap

WaNNE

sy

ah

oa

ey

ie

1;

Qe

ng

i

n

4

ie

—

eo

8

A

a

toad nr

ea

nb

4

hat

hee

A

iP a
",1
54,"s

ty

Cry

we.

as,

Lé

AN

o 4”

ORTH anory

wow hae

on

menmcris

ea,

SO,

Meremcony -*

——

SS

- &

YORK

ORAS,

ae

isovant!

OOS oh

$e nua sacs Pails Ou

3

Surname

VIAJERG Di LAPRONTERA

Given Nomen

oa

i fo

Ne

198

wwe. &

Pe

od

een

=

wigs

aed

eg

5 em

a

I ee

New 1.

New y

Amer 1Ca ry

DO

REPUBLIC.

North Ca

AD)

EMA

2a12, AQ

GEo,

TLAS®
",1
55,"ao

a

lo

ate,

ae,

-_

E3 KY

Peas

.

“ae

tome

Me

u 4

H aKory

owe

ota,

UMonnor

x

Merenpery

wraconen.

ower t

iw

ty

a

t

Nant

tec

ae

yb

oe.

Sea

YORK

a he

ae

haze

eo

were

a wh

‘Ss AY

Bot

Sp ye

WAS SD LP

samusion J

Surname

Ai,

et

Given

Nationalit,

a

ces

ate

a

ed

a

Nee

€Amer Ca

FU

Repub

®Acan

MIA

”

Comme,

T2012, 4 Ps,

oN

GEo, ATLAS,
",1
56,"4

(We

i

\

AS

Of the Cited Sats of ne

ince fora

crea

a

vi Pe

ay

Front

pusidtftlesmems dar,

Belin ian,

sc

se.

oo

os

.

“DORATHEE OF Deane. os DTURED:

es

fa

apsnore

ay

SSNS Cit

1

ty

ere tp Le

peren

oe ae

1000033

sa

wine honlleaie

ie

mo:

fe

ne

Tare hme eee,

FRANK

Tuten eal: Rema

me

a

UNITED STATES OF AMERICA

Desalnar bree ratange fase aperns

01 JAN 1950

et

Parag banc te rscane li cava

SeSeitien

WASHINGTON, 0.C. USA.

M

Boeat ne

epics te

acer Rated

=9t

|

i""

United States

‘eclearten ae deen Fabaca aie

EP Test Sample

MAR IHS

(reds et Slee Aas

‘See Page 27

ae

PKUSAMOS S<<F RANKS S66 CELE EK E EERE EEE KE

100003 1063USA5004013H1503025700000001<786696
",1
57,"a

ths

A

a

y

a

7

()

7)

ev

©

vo

i )

Y

Ya?

as

4

pe

yo!

“~ 1a

pae

an:

+O

Bp-

wee

AltGr

at

~

oe

a

7

1d

“sy

i

peers

yi

ry

fe a7

Bid

A

wr. Maw

wa

ead

ey

5

aed

FS

tat

ron

zu

in

pnah dt!

ig

ee;

ve

ce

Ne

y)

esi

iy

i

vee

ot,

a
",1
